code_site,adresse,operateur,mise_en_serv,mise_en_serv_4g,mise_en_serv_5g_3500,mise_en_serv_5g_700,type,ardt,geo_shape,geo_point_2d
00000031U7,125 Rue de castagnary,ORANGE,2011-04-29,2017-08-31,2022-11-30,,3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.303649000314265, 48.8298600000969], 'type': 'Point'}, 'properties': {}}","{'lon': 2.303649000314265, 'lat': 48.8298600000969}"
751341,127 Rue de tolbiac,SFR,2021-06-29,,,,2G/3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.3613300001514426, 48.826224000124995], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3613300001514426, 'lat': 48.826224000124995}"
751337,127 Rue du chevaleret,SFR,2021-04-07,,,,2G/3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.3724495002889987, 48.83165100039834], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3724495002889987, 'lat': 48.83165100039834}"
00000050U7,1-3 Sq henri de lormel,ORANGE,2008-03-20,2013-07-04,2022-07-08,,3G/4G/5G,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.3295735005725233, 48.83197499983508], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3295735005725233, 'lat': 48.83197499983508}"
T19466,13 Rue trousseau,BOUYGUES,2017-10-30,,,,,75011,"{'type': 'Feature', 'geometry': {'coordinates': [2.3787927671621443, 48.85178611467048], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3787927671621443, 'lat': 48.85178611467048}"
75113_065_07,13-15 Rue moulin des près,FREE MOBILE,2019-09-06,2019-09-06,,,3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.3529015001955425, 48.82929299976314], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3529015001955425, 'lat': 48.82929299976314}"
T15706,132 Rue ordener,BOUYGUES,2013-10-01,,,,,75018,"{'type': 'Feature', 'geometry': {'coordinates': [2.3383034996987373, 48.89346300039738], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3383034996987373, 'lat': 48.89346300039738}"
75109_010_06,14 Rue de trévise,FREE MOBILE,2016-10-28,2016-10-27,,,3G/4G/5G,75009,"{'type': 'Feature', 'geometry': {'coordinates': [2.345291999522323, 48.87347400024781], 'type': 'Point'}, 'properties': {}}","{'lon': 2.345291999522323, 'lat': 48.87347400024781}"
T15738,140-142 rue de saussure,BOUYGUES,2013-10-01,,,,,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.3073929999700367, 48.88935000004853], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3073929999700367, 'lat': 48.88935000004853}"
00000076U7,15 Rue erlanger,ORANGE,2013-10-07,2018-11-29,2020-12-18,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.261659499787078, 48.84691499962929], 'type': 'Point'}, 'properties': {}}","{'lon': 2.261659499787078, 'lat': 48.84691499962929}"
753604,15 Boulevard saint michel,SFR,2024-11-25,,,,3G/4G,75005,"{'type': 'Feature', 'geometry': {'coordinates': [2.343613499732863, 48.851856000212415], 'type': 'Point'}, 'properties': {}}","{'lon': 2.343613499732863, 'lat': 48.851856000212415}"
75115_092_01,15 Rue bargue,FREE MOBILE,2021-09-09,2021-09-09,2021-09-14,,3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.307280499718661, 48.839480999626815], 'type': 'Point'}, 'properties': {}}","{'lon': 2.307280499718661, 'lat': 48.839480999626815}"
75110_005_05,15-19 Rue du terrage,FREE MOBILE,2017-07-19,2017-07-19,2023-02-28,,3G/4G/5G,75010,"{'type': 'Feature', 'geometry': {'coordinates': [2.3628734998399614, 48.87728999972477], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3628734998399614, 'lat': 48.87728999972477}"
T10673,157 Avenue de clichy,BOUYGUES,2013-10-01,,,,,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.317666500383853, 48.89180699988004], 'type': 'Point'}, 'properties': {}}","{'lon': 2.317666500383853, 'lat': 48.89180699988004}"
7510051999,16 Rue du clos,SFR,2023-08-01,,,,3G/4G/5G,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.4069870000316484, 48.85708499967993], 'type': 'Point'}, 'properties': {}}","{'lon': 2.4069870000316484, 'lat': 48.85708499967993}"
00010690U5,163 Rue de charenton,ORANGE,2014-05-27,2014-05-12,2023-03-27,,3G/4G/5G,75012,"{'type': 'Feature', 'geometry': {'coordinates': [2.3841089997897504, 48.84444899990095], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3841089997897504, 'lat': 48.84444899990095}"
T10917,166-170 Rue du faubourg st martin,BOUYGUES,1997-11-24,,,,,75010,"{'type': 'Feature', 'geometry': {'coordinates': [2.361523499800089, 48.87729899967509], 'type': 'Point'}, 'properties': {}}","{'lon': 2.361523499800089, 'lat': 48.87729899967509}"
00000054U8,1-7 Rue de la mare,ORANGE,2014-07-18,2021-01-07,,,3G/4G,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.388532500118636, 48.86946899984727], 'type': 'Point'}, 'properties': {}}","{'lon': 2.388532500118636, 'lat': 48.86946899984727}"
T10956,17 Avenue george v,BOUYGUES,2000-09-04,,,,,75008,"{'type': 'Feature', 'geometry': {'coordinates': [2.3010074996741285, 48.866814000099794], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3010074996741285, 'lat': 48.866814000099794}"
750010,18 Boulevard saint jacques,SFR,2021-09-28,,,,2G/3G/4G/5G,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.339647234580735, 48.83258913070038], 'type': 'Point'}, 'properties': {}}","{'lon': 2.339647234580735, 'lat': 48.83258913070038}"
75119_020_01,18 Rue goubet,FREE MOBILE,2012-07-06,2014-02-13,,,3G/4G/5G,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.3901390000446585, 48.88552500025869], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3901390000446585, 'lat': 48.88552500025869}"
T10409,182 Avenue d'italie,BOUYGUES,1996-05-31,,,,,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.358850500444193, 48.820166999711546], 'type': 'Point'}, 'properties': {}}","{'lon': 2.358850500444193, 'lat': 48.820166999711546}"
T11183,2 Rue van loo,BOUYGUES,2014-06-06,,,,,75116,"{'type': 'Feature', 'geometry': {'coordinates': [2.2680990002340944, 48.84086699957525], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2680990002340944, 'lat': 48.84086699957525}"
T53425,2 Rue villaret de joyeuse,BOUYGUES,2023-08-31,,,,,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.289530754903049, 48.87624814994848], 'type': 'Point'}, 'properties': {}}","{'lon': 2.289530754903049, 'lat': 48.87624814994848}"
T15853,210 Rue de tolbiac,BOUYGUES,2007-11-15,,,,,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.3463449996859165, 48.825936000274], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3463449996859165, 'lat': 48.825936000274}"
75115_035_01,212 Rue lecourbe,FREE MOBILE,2014-12-26,2015-02-11,2024-03-06,,3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.294563500041537, 48.84022799987227], 'type': 'Point'}, 'properties': {}}","{'lon': 2.294563500041537, 'lat': 48.84022799987227}"
00006604U3,22 Avenue du président kennedy,ORANGE,2012-08-13,2015-11-20,2024-03-07,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.2858560003239248, 48.8564729997384], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2858560003239248, 'lat': 48.8564729997384}"
T15231,26 Rue de ranelagh,BOUYGUES,2016-03-14,,,,,75116,"{'type': 'Feature', 'geometry': {'coordinates': [2.277844230898068, 48.85371215453714], 'type': 'Point'}, 'properties': {}}","{'lon': 2.277844230898068, 'lat': 48.85371215453714}"
75116_081_04,26 Rue du ranelagh,FREE MOBILE,2019-11-05,2019-11-26,,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.2777965005405947, 48.85369199957643], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2777965005405947, 'lat': 48.85369199957643}"
751311,27 Rue de l'amiral mouchez,SFR,2021-06-24,,,,2G/3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.3417127280972685, 48.82438113040316], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3417127280972685, 'lat': 48.82438113040316}"
75105_013_01,270 Rue saint-jacques,FREE MOBILE,2014-03-06,2014-03-06,,,3G/4G/5G,75005,"{'type': 'Feature', 'geometry': {'coordinates': [2.341116000249726, 48.84201899977161], 'type': 'Point'}, 'properties': {}}","{'lon': 2.341116000249726, 'lat': 48.84201899977161}"
00000051U7,277-285 Boulevard de raspail,ORANGE,2011-10-05,2013-02-13,2022-12-16,,3G/4G/5G,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.3321115000690957, 48.83600699966327], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3321115000690957, 'lat': 48.83600699966327}"
T15317,28-30 Rue rousselet,BOUYGUES,2022-07-28,,,,,75007,"{'type': 'Feature', 'geometry': {'coordinates': [2.3187375002552875, 48.8481480000503], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3187375002552875, 'lat': 48.8481480000503}"
750137,28 Rue joseph python,SFR,2022-01-31,,,,2G/3G/4G/5G,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.411891999802328, 48.86442000034172], 'type': 'Point'}, 'properties': {}}","{'lon': 2.411891999802328, 'lat': 48.86442000034172}"
75106_009_04,28 Rue rousselet,FREE MOBILE,2016-03-30,2016-03-30,2024-05-02,,3G/4G/5G,75007,"{'type': 'Feature', 'geometry': {'coordinates': [2.318670000160661, 48.848265000291306], 'type': 'Point'}, 'properties': {}}","{'lon': 2.318670000160661, 'lat': 48.848265000291306}"
T10153,283 Rue de charenton,BOUYGUES,2013-10-01,,,,,75012,"{'type': 'Feature', 'geometry': {'coordinates': [2.39361750013797, 48.83477400027308], 'type': 'Point'}, 'properties': {}}","{'lon': 2.39361750013797, 'lat': 48.83477400027308}"
75116_086_02,3 Boulevard suchet,FREE MOBILE,2019-09-19,2019-07-29,,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.2670864999711005, 48.860748000418276], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2670864999711005, 'lat': 48.860748000418276}"
T12377,3 Rue andre colledeboeuf,BOUYGUES,2015-04-27,,,,,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.2697009993932213, 48.85188299970779], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2697009993932213, 'lat': 48.85188299970779}"
7510058526,3 Rue d'edimbourg,SFR,2024-05-29,,,,3G/4G/5G,75008,"{'type': 'Feature', 'geometry': {'coordinates': [2.3214734999743274, 48.879395999818676], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3214734999743274, 'lat': 48.879395999818676}"
75105_004_01,3 Rue dolomieu,FREE MOBILE,2012-07-26,2014-03-10,,,3G/4G/5G,75005,"{'type': 'Feature', 'geometry': {'coordinates': [2.3523525002180707, 48.84263999997908], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3523525002180707, 'lat': 48.84263999997908}"
757496,30 Avenue corentin cariou,SFR,2024-10-18,,,,3G/4G/5G,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.385623811445778, 48.89726311107819], 'type': 'Point'}, 'properties': {}}","{'lon': 2.385623811445778, 'lat': 48.89726311107819}"
75120_080_01,31 Rue de la duée,FREE MOBILE,2024-04-29,2024-04-29,2024-05-28,,3G/4G/5G,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.3971770001804136, 48.87162000010525], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3971770001804136, 'lat': 48.87162000010525}"
00000455U7,37 Rue du cherche midi,ORANGE,2013-01-09,2013-03-29,2023-04-28,,3G/4G/5G,75006,"{'type': 'Feature', 'geometry': {'coordinates': [2.3268105005406547, 48.84966899962646], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3268105005406547, 'lat': 48.84966899962646}"
T15114,37 Avenue du general sarrail,BOUYGUES,2015-11-24,,,,,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.2552244994740365, 48.84318900007266], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2552244994740365, 'lat': 48.84318900007266}"
T15638,38 Rue godot de mauroy,BOUYGUES,2014-03-11,,,,,75009,"{'type': 'Feature', 'geometry': {'coordinates': [2.327629499638251, 48.872627999809104], 'type': 'Point'}, 'properties': {}}","{'lon': 2.327629499638251, 'lat': 48.872627999809104}"
75113_039_01,39 Boulevard de port royal,FREE MOBILE,2016-06-24,2016-06-22,2023-05-19,,3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.345290242093622, 48.837512128319695], 'type': 'Point'}, 'properties': {}}","{'lon': 2.345290242093622, 'lat': 48.837512128319695}"
75120_058_01,4 Rue de la chine,FREE MOBILE,2020-04-07,2020-04-07,,,3G/4G/5G,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.400811289361202, 48.86573610610269], 'type': 'Point'}, 'properties': {}}","{'lon': 2.400811289361202, 'lat': 48.86573610610269}"
T10955,4 Impasse villa eugene manuel,BOUYGUES,1999-06-29,,,,,75116,"{'type': 'Feature', 'geometry': {'coordinates': [2.2807530003414955, 48.859029000050164], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2807530003414955, 'lat': 48.859029000050164}"
T15820,40 Boulevard lefebvre,BOUYGUES,2013-10-01,,,,,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.293040715246648, 48.83051914903176], 'type': 'Point'}, 'properties': {}}","{'lon': 2.293040715246648, 'lat': 48.83051914903176}"
T16818,40-42 Rue piat,BOUYGUES,2016-08-11,,,,,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.384428500233833, 48.872565000238154], 'type': 'Point'}, 'properties': {}}","{'lon': 2.384428500233833, 'lat': 48.872565000238154}"
T10625,41 Rue pali kao,BOUYGUES,2013-10-01,,,,,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.3826285001394294, 48.87081900042392], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3826285001394294, 'lat': 48.87081900042392}"
00000208U8,43 Rue des st pères,ORANGE,2013-01-14,2013-03-28,2020-11-04,,3G/4G/5G,75006,"{'type': 'Feature', 'geometry': {'coordinates': [2.331644115325622, 48.85598746097977], 'type': 'Point'}, 'properties': {}}","{'lon': 2.331644115325622, 'lat': 48.85598746097977}"
75118_023_03,44 Rue porte poissonniers,FREE MOBILE,2012-10-09,2013-11-19,2022-12-21,,3G/4G/5G,75018,"{'type': 'Feature', 'geometry': {'coordinates': [2.352454302119817, 48.900170124570984], 'type': 'Point'}, 'properties': {}}","{'lon': 2.352454302119817, 'lat': 48.900170124570984}"
753585,47 B rue boileau,SFR,2023-12-04,,,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.263504500182808, 48.843963000240144], 'type': 'Point'}, 'properties': {}}","{'lon': 2.263504500182808, 'lat': 48.843963000240144}"
75119_014_07,49-51-53 Rue de l'ourcq,FREE MOBILE,2018-10-25,2018-10-25,2022-03-08,,3G/4G/5G,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.3812649997100968, 48.89110499989242], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3812649997100968, 'lat': 48.89110499989242}"
T10643,5 Place d'aligre,BOUYGUES,2000-05-09,,,,,75012,"{'type': 'Feature', 'geometry': {'coordinates': [2.378029499918293, 48.84931800038001], 'type': 'Point'}, 'properties': {}}","{'lon': 2.378029499918293, 'lat': 48.84931800038001}"
T10537,5 Rue de chazelles,BOUYGUES,1996-05-31,,,,,75008,"{'type': 'Feature', 'geometry': {'coordinates': [2.3039127649395006, 48.87977614410682], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3039127649395006, 'lat': 48.87977614410682}"
75102_019_16,5 Rue etienne marcel,FREE MOBILE,2019-07-16,2019-08-16,2024-08-01,,3G/4G/5G,75002,"{'type': 'Feature', 'geometry': {'coordinates': [2.350246500451913, 48.863466000247186], 'type': 'Point'}, 'properties': {}}","{'lon': 2.350246500451913, 'lat': 48.863466000247186}"
75116_036_10,54 Rue michel-ange,FREE MOBILE,2019-03-01,2019-02-28,,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.260705499327601, 48.843990000011416], 'type': 'Point'}, 'properties': {}}","{'lon': 2.260705499327601, 'lat': 48.843990000011416}"
75111_003_01,5-7 Rue louis bonnet,FREE MOBILE,2013-10-16,2013-11-09,,,3G/4G/5G,75011,"{'type': 'Feature', 'geometry': {'coordinates': [2.376458999872851, 48.87054899978688], 'type': 'Point'}, 'properties': {}}","{'lon': 2.376458999872851, 'lat': 48.87054899978688}"
T10687,59 Boulevard vincent auriol,BOUYGUES,2013-06-21,,,,,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.3692589993615476, 48.835116000386], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3692589993615476, 'lat': 48.835116000386}"
75106_038_01,6 Rue blaise desgoffe,FREE MOBILE,2024-07-09,2024-07-09,2024-11-21,,3G/4G/5G,75006,"{'type': 'Feature', 'geometry': {'coordinates': [2.324389499766155, 48.845808000212116], 'type': 'Point'}, 'properties': {}}","{'lon': 2.324389499766155, 'lat': 48.845808000212116}"
757452,6 Rue jean calvin,SFR,2022-12-27,,,,2G/3G/4G/5G,75005,"{'type': 'Feature', 'geometry': {'coordinates': [2.3489460000970106, 48.84165000007811], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3489460000970106, 'lat': 48.84165000007811}"
00080254U7,61 Avenue de la porte d'auteuil,ORANGE,,2023-04-14,2023-04-14,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.243731499785699, 48.847940999926905], 'type': 'Point'}, 'properties': {}}","{'lon': 2.243731499785699, 'lat': 48.847940999926905}"
7510041107,61b Rue du chevaleret,SFR,2024-03-22,,,,3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.3766074999221756, 48.82792499971904], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3766074999221756, 'lat': 48.82792499971904}"
75111_011_03,64 Rue sedaine,FREE MOBILE,2013-01-04,2013-12-10,2024-06-27,,3G/4G/5G,75011,"{'type': 'Feature', 'geometry': {'coordinates': [2.377372500607276, 48.85803899965919], 'type': 'Point'}, 'properties': {}}","{'lon': 2.377372500607276, 'lat': 48.85803899965919}"
755922,68 Rue olivier de serres,SFR,2021-06-25,,,,2G/3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.294846999493815, 48.833748000144446], 'type': 'Point'}, 'properties': {}}","{'lon': 2.294846999493815, 'lat': 48.833748000144446}"
00000234U8,7 Rue mariotte,ORANGE,2011-04-22,2014-11-19,2019-07-12,,3G/4G/5G,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.320807499365783, 48.88417500026252], 'type': 'Point'}, 'properties': {}}","{'lon': 2.320807499365783, 'lat': 48.88417500026252}"
T96426,7 Esplanade henri de france,BOUYGUES,2020-04-27,,,,,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.2708647148076095, 48.83902415836268], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2708647148076095, 'lat': 48.83902415836268}"
T10639,7 Rue debelleyme,BOUYGUES,1997-03-06,,,,,75003,"{'type': 'Feature', 'geometry': {'coordinates': [2.3637015001763686, 48.8606849996097], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3637015001763686, 'lat': 48.8606849996097}"
T15816,73 Rue de la procession,BOUYGUES,2013-10-01,,,,,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.31098222705535, 48.83601814181384], 'type': 'Point'}, 'properties': {}}","{'lon': 2.31098222705535, 'lat': 48.83601814181384}"
75115_112_01,73 Rue de la procession,FREE MOBILE,2023-07-03,2023-07-03,2023-07-18,,3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.3109345000907227, 48.835997999753744], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3109345000907227, 'lat': 48.835997999753744}"
75117_063_01,73-85 Boulevard bessieres,FREE MOBILE,2018-01-09,2017-12-28,2021-12-17,,3G/4G/5G,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.3203395000046854, 48.89668499997219], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3203395000046854, 'lat': 48.89668499997219}"
75106_010_03,76 Rue de rennes,FREE MOBILE,2019-01-29,2019-04-05,2023-11-13,,3G/4G/5G,75006,"{'type': 'Feature', 'geometry': {'coordinates': [2.3306489996086306, 48.85128000005024], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3306489996086306, 'lat': 48.85128000005024}"
00000112U8,78 Boulevard de clichy,ORANGE,2012-09-05,2015-11-24,2019-06-11,,3G/4G/5G,75018,"{'type': 'Feature', 'geometry': {'coordinates': [2.3333984999968678, 48.88376999955995], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3333984999968678, 'lat': 48.88376999955995}"
00000122U7,79 Avenue niel,ORANGE,2011-02-03,2013-07-15,,,3G/4G,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.2960890001222007, 48.88278900001176], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2960890001222007, 'lat': 48.88278900001176}"
T15779,8 Rue de la petite arche,BOUYGUES,2013-10-01,,,,,75116,"{'type': 'Feature', 'geometry': {'coordinates': [2.261470499981946, 48.83570099973577], 'type': 'Point'}, 'properties': {}}","{'lon': 2.261470499981946, 'lat': 48.83570099973577}"
75115_004_01,80 Rue dutot,FREE MOBILE,2012-05-07,2015-04-09,2022-11-10,,3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.307190500014238, 48.83723099962164], 'type': 'Point'}, 'properties': {}}","{'lon': 2.307190500014238, 'lat': 48.83723099962164}"
